query_id,image,Question,Option_A,Option_B,Option_C,Option_D,answer,source_dataset,original_question_id,modality
OMNI_006052,Images/006052.jpeg,Is there any abnormality present in this oct image?,No.,Yes,,,No.,OCT & X-Ray 2017,OCT & X-Ray 2017_0483,OCT
OMNI_006055,Images/006055.jpeg,What is the identifiable irregularity depicted in this image?,Conjunctivitis,Choroidal Neovascularization (CNV),Optic nerve atrophy,Retinitis pigmentosa,Choroidal Neovascularization (CNV),OCT & X-Ray 2017,OCT & X-Ray 2017_0183,OCT
OMNI_006056,Images/006056.jpg,What is the specific anomaly depicted in this picture?,Corneal dystrophy,Optic nerve atrophy,Drusen,Cataracts,Drusen,Retinal OCT-C8,Retinal OCT-C8_2660,OCT
OMNI_006057,Images/006057.jpg,What is the name of the medical condition depicted in this picture?,Glaucoma,Strabismus,Age-related macular degeneration (AMD),Macular Hole (MH),Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_0888,OCT
OMNI_006060,Images/006060.jpg,What is the name of the condition depicted in this image?,Diabetic retinopathy,Diabetic Retinopathy (DR),Retinitis pigmentosa,Cataracts,Diabetic Retinopathy (DR),Retinal OCT-C8,Retinal OCT-C8_2199,OCT
OMNI_006061,Images/006061.jpg,What can be observed as unique characteristics of the abnormality depicted in this image?,This is a normal oct image.,The abnormality in the image is due to optic nerve atrophy.,The image displays an example of normal retinal pigmentation.,The image shows a normal blood vessel pattern within the retina.,This is a normal oct image.,Retinal OCT-C8,Retinal OCT-C8_0632,OCT
OMNI_006062,Images/006062.jpg,What is the name of the specific condition indicated by the abnormality seen in this image?,Drusen,Color blindness,Macular edema,Conjunctivitis,Drusen,Retinal OCT-C8,Retinal OCT-C8_3082,OCT
OMNI_006064,Images/006064.jpg,What is the term for the specific abnormality depicted in this image?,Glaucoma,Corneal ulcer,Cataracts,Macular Hole (MH),Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_0947,OCT
OMNI_006065,Images/006065.jpg,What are the observable characteristics of the irregularity shown in this image?,The image shows an enlarged optic nerve caused by glaucoma.,"The image reveals a corneal ulcer, indicated by the open sore on the cornea.",The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,"The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.",The image displays swelling and fluid accumulation in the macula due to Diabetic Macular Edema (DME).,Retinal OCT-C8,Retinal OCT-C8_3887,OCT
OMNI_006066,Images/006066.jpg,What is the specific abnormality shown in this image?,Optic nerve atrophy,Macular degeneration,Retinal detachment,Drusen,Drusen,Retinal OCT-C8,Retinal OCT-C8_2734,OCT
OMNI_006070,Images/006070.jpg,What is the term used to describe the abnormality observed in the image?,Vitreous hemorrhage,Diabetic Macular Edema (DME),Glaucoma,Corneal dystrophy,Diabetic Macular Edema (DME),Retinal OCT-C8,Retinal OCT-C8_2623,OCT
OMNI_006071,Images/006071.jpg,What is the specific abnormality shown in this image?,Cataracts,Age-related Macular Degeneration,Central Serous Retinopathy (CSR),Retinal detachment,Central Serous Retinopathy (CSR),Retinal OCT-C8,Retinal OCT-C8_3594,OCT
OMNI_006078,Images/006078.jpeg,What is the specific abnormality shown in this image?,Diabetic Macular Edema (DME),Color blindness,Corneal abrasion,Glaucoma,Diabetic Macular Edema (DME),OCT & X-Ray 2017,OCT & X-Ray 2017_0247,OCT
OMNI_006079,Images/006079.jpg,What are the notable characteristics observed in this image that indicate the presence of an abnormality?,"The abnormality in the image is a subconjunctival hemorrhage, characterized by the presence of blood under the conjunctiva.",The condition is characterized by the accumulation of fluid in the central retina.,"The image reveals a corneal ulcer, indicated by the open sore on the cornea.",The image shows an enlarged optic nerve caused by glaucoma.,The condition is characterized by the accumulation of fluid in the central retina.,Retinal OCT-C8,Retinal OCT-C8_3772,OCT
OMNI_006080,Images/006080.jpg,What is the specific anomaly evident in this image?,Macular Hole (MH),Retinal Detachment (RD),Optic Nerve Atrophy,Cataract,Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_1521,OCT
OMNI_006082,Images/006082.jpg,What are the distinctive features observed in the abnormality depicted in the picture?,"The abnormality in the image is a retinal detachment, indicated by the separation of the retina from the underlying tissue.","The image reveals a corneal ulcer, indicated by the open sore on the cornea.",The condition is characterized by the accumulation of fluid in the central retina.,The image shows an enlarged optic nerve caused by glaucoma.,The condition is characterized by the accumulation of fluid in the central retina.,Retinal OCT-C8,Retinal OCT-C8_3877,OCT
OMNI_006085,Images/006085.jpg,What are some distinctive characteristics of the anomaly depicted in this image?,This is a normal oct image.,The abnormality in the image is a result of retinal detachment.,The abnormality in the image is due to optic nerve atrophy.,The choroidal neovascularization in the image is actually a normal aging process.,This is a normal oct image.,Retinal OCT-C8,Retinal OCT-C8_0711,OCT
OMNI_006088,Images/006088.jpeg,What is the name of the specific abnormality depicted in this oct image?,Diabetic retinopathy,Retinal detachment,Drusen,Macular degeneration,Drusen,OCT & X-Ray 2017,OCT & X-Ray 2017_0328,OCT
OMNI_006089,Images/006089.jpg,What is the particular pathology depicted in the provided picture?,Macular Hole (MH),Optic Nerve Atrophy,Glaucoma,Cataract,Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_1545,OCT
OMNI_006091,Images/006091.jpeg,What is the specific abnormality shown in this oct image?,Astigmatism,Presbyopia,Drusen,Cataracts,Drusen,OCT & X-Ray 2017,OCT & X-Ray 2017_0425,OCT
OMNI_006093,Images/006093.jpeg,Identify the pathological condition depicted in the photograph.,Diabetic Retinopathy,Color blindness,Age-related Macular Degeneration,Diabetic Macular Edema (DME),Diabetic Macular Edema (DME),OCT & X-Ray 2017,OCT & X-Ray 2017_0249,OCT
OMNI_006094,Images/006094.jpg,What is the identified abnormality visible in this image?,Optic Nerve Atrophy,Macular Hole (MH),Retinal Detachment (RD),Cataract,Macular Hole (MH),Retinal OCT-C8,Retinal OCT-C8_1514,OCT
OMNI_006096,Images/006096.jpg,What is the specific abnormality shown in this image?,Optic Nerve Atrophy,Age-related Macular Degeneration (AMD),Retinal Detachment (RD),Glaucoma,Age-related Macular Degeneration (AMD),Retinal OCT-C8,Retinal OCT-C8_1361,OCT
OMNI_006097,Images/006097.jpg,What is the name of the condition indicated by the specific abnormality in this image?,Cataracts,Drusen,Conjunctivitis,Astigmatism,Drusen,Retinal OCT-C8,Retinal OCT-C8_3138,OCT
OMNI_006099,Images/006099.jpg,What is the name of the condition depicted in this image?,Corneal ulcer,Diabetic Retinopathy (DR),Macular degeneration,Conjunctivitis,Diabetic Retinopathy (DR),Retinal OCT-C8,Retinal OCT-C8_2195,OCT
OMNI_006100,Images/006100.jpg,Is there any abnormality identified in this image?,The image suggests a potential abnormality.,The image shows multiple abnormalities.,The image reveals a minor abnormality.,No abnormality detected (normal),No abnormality detected (normal),Retinal OCT-C8,Retinal OCT-C8_2069,OCT
OMNI_007001,Images/007001.png,What part is shown in this ultrasound image?,Lung,gallbladder,Cerebellum,Small intestine,gallbladder,RadImageNet,RadImageNet_17172,Ultrasound
OMNI_007005,Images/007005.png,What type of imaging was utilized to obtain this picture?,Electronystagmography (ENG),Near-infrared Spectroscopy (NIRS),Ultrasound,Elastography,Ultrasound,RadImageNet,RadImageNet_14020,Ultrasound
OMNI_007007,Images/007007.png,What is the organ depicted in this ultrasound image?,Prostate gland,kidney,Large intestine,Spleen,kidney,RadImageNet,RadImageNet_18782,Ultrasound
OMNI_007008,Images/007008.png,What part is shown in this ultrasound image?,Intestine,liver,Lung,Gallbladder,liver,RadImageNet,RadImageNet_19600,Ultrasound
OMNI_007009,Images/007009.png,What part is shown in this ultrasound image?,Prostate,Joint,thyroid,Ovaries,thyroid,RadImageNet,RadImageNet_22327,Ultrasound
OMNI_007010,Images/007010.png,What part is shown in this ultrasound image?,Esophagus,Testis,Pancreas,gallbladder,gallbladder,RadImageNet,RadImageNet_17026,Ultrasound
OMNI_007011,Images/007011.png,What part is shown in this ultrasound image?,kidney,Ovary,Esophagus,Gallbladder,kidney,RadImageNet,RadImageNet_18822,Ultrasound
OMNI_007012,Images/007012.png,What part is shown in this ultrasound image?,pancreas,Spleen,Testicle,Stomach,pancreas,RadImageNet,RadImageNet_21349,Ultrasound
OMNI_007014,Images/007014.png,What part is shown in this ultrasound image?,Uterus,Femoral artery,Kidney,aorta,aorta,RadImageNet,RadImageNet_15454,Ultrasound
OMNI_007015,Images/007015.png,Which structure is being displayed in this ultrasound image?,Esophagus,ovary,Pancreas,Intestine,ovary,RadImageNet,RadImageNet_20207,Ultrasound
OMNI_007018,Images/007018.png,What structure is being depicted in this ultrasound image?,Iliac artery,Appendix,common bile duct,Urinary bladder,common bile duct,RadImageNet,RadImageNet_16061,Ultrasound
OMNI_007020,Images/007020.png,What is the structure depicted in this ultrasound image?,Ovarian cyst,Cervical lymphadenopathy,Pancreatic mass,thyroid nodule,thyroid nodule,RadImageNet,RadImageNet_23773,Ultrasound
OMNI_007021,Images/007021.png,What part is shown in this ultrasound image?,Testicles,Appendix,Intestines,thyroid,thyroid,RadImageNet,RadImageNet_23147,Ultrasound
OMNI_007022,Images/007022.png,What does this sonogram depict?,Bladder,Ovary,kidney,Gallbladder,kidney,RadImageNet,RadImageNet_17905,Ultrasound
OMNI_007023,Images/007023.png,What is the structure visible in this ultrasound image?,Liver hemangioma,Appendicitis,thyroid nodule,Hepatic hemangioma,thyroid nodule,RadImageNet,RadImageNet_23444,Ultrasound
OMNI_007024,Images/007024.png,What part is shown in this ultrasound image?,Liver,Prostate,kidney,Stomach,kidney,RadImageNet,RadImageNet_18445,Ultrasound
OMNI_007025,Images/007025.png,What is being depicted in this ultrasound image?,Hepatic tumor,Adrenal adenoma,Testicular mass,thyroid nodule,thyroid nodule,RadImageNet,RadImageNet_23959,Ultrasound
OMNI_007027,Images/007027.png,What part is shown in this ultrasound image?,Brain,kidney,Adrenal gland,Appendix,kidney,RadImageNet,RadImageNet_18420,Ultrasound
OMNI_007028,Images/007028.png,What is being depicted in this ultrasound image?,aorta,Cecum,Intestines,Cervix,aorta,RadImageNet,RadImageNet_14814,Ultrasound
OMNI_007032,Images/007032.png,What is the structure identified in this ultrasound image?,Right atrium,Ureter,Renal Artery,portal vein,portal vein,RadImageNet,RadImageNet_21720,Ultrasound
OMNI_007033,Images/007033.png,What part is shown in this ultrasound image?,Stomach,Lung,Uterus,kidney,kidney,RadImageNet,RadImageNet_17953,Ultrasound
OMNI_007037,Images/007037.png,What part is shown in this ultrasound image?,Heart,Tonsils,Pancreas,liver,liver,RadImageNet,RadImageNet_19857,Ultrasound
OMNI_007038,Images/007038.png,What part is shown in this ultrasound image?,gallbladder,Esophagus,Bladder,Testicle,gallbladder,RadImageNet,RadImageNet_17235,Ultrasound
OMNI_007040,Images/007040.png,What part is shown in this ultrasound image?,Testes,liver,Bladder,Lung,liver,RadImageNet,RadImageNet_19651,Ultrasound
OMNI_007044,Images/007044.png,What part is shown in this ultrasound image?,pancreas,Kidney,Prostate,Testicle,pancreas,RadImageNet,RadImageNet_21050,Ultrasound
OMNI_007046,Images/007046.png,What part is shown in this ultrasound image?,kidney,Stomach,Testis,Brain,kidney,RadImageNet,RadImageNet_18937,Ultrasound
OMNI_007048,Images/007048.png,What is the structure depicted in this ultrasound image?,Aortic aneurysm,Intestinal lymphoma,Hepatic cyst,thyroid nodule,thyroid nodule,RadImageNet,RadImageNet_24158,Ultrasound
OMNI_007049,Images/007049.png,What is being displayed in this ultrasound image?,ovary,Prostate gland,Intestine,Bone,ovary,RadImageNet,RadImageNet_20776,Ultrasound
OMNI_007050,Images/007050.png,What structure is being displayed in this ultrasound image?,Heart,Uterus,Gallbladder,ovary,ovary,RadImageNet,RadImageNet_20458,Ultrasound
OMNI_007051,Images/007051.png,What part is shown in this ultrasound image?,Rectum,Ovary,Prostate gland,pancreas,pancreas,RadImageNet,RadImageNet_20971,Ultrasound
OMNI_007052,Images/007052.png,Which structure is visible in this ultrasound image?,Thyroid Gland,Adrenal gland,aorta,Common bile duct,aorta,RadImageNet,RadImageNet_15094,Ultrasound
OMNI_007053,Images/007053.png,What is being displayed in this ultrasound image?,Appendix,Muscle tissue,thyroid,Brain,thyroid,RadImageNet,RadImageNet_22813,Ultrasound
OMNI_007055,Images/007055.png,What type of imaging modality was utilized to obtain this image?,Photoacoustic Imaging,Electroencephalography (EEG),Magnetoencephalography (MEG),Ultrasound,Ultrasound,RadImageNet,RadImageNet_14229,Ultrasound
OMNI_007056,Images/007056.png,What structure is being depicted in this ultrasound image?,Rectum,Muscle tissue,Prostate gland,ovary,ovary,RadImageNet,RadImageNet_20331,Ultrasound
OMNI_007057,Images/007057.png,What part is shown in this ultrasound image?,Lungs,Left Ventricular Chamber,Thyroid,aorta,aorta,RadImageNet,RadImageNet_14891,Ultrasound
OMNI_007059,Images/007059.png,What is the organ visible in this ultrasound image?,Heart,bladder,Lung,Trachea,bladder,RadImageNet,RadImageNet_15581,Ultrasound
OMNI_007060,Images/007060.png,What part is shown in this ultrasound image?,Spleen,kidney,Testis,Bladder,kidney,RadImageNet,RadImageNet_18450,Ultrasound
OMNI_007063,Images/007063.png,What is being depicted in this ultrasound image?,Bladder,Muscle tissue,ovary,Pancreas,ovary,RadImageNet,RadImageNet_20198,Ultrasound
OMNI_007064,Images/007064.png,What is the organ depicted in this ultrasound image?,Heart,Lung,Femur,thyroid,thyroid,RadImageNet,RadImageNet_23056,Ultrasound
OMNI_007065,Images/007065.png,What is the organ depicted in this ultrasound image?,Large intestine,Uterus,gallbladder,Appendix,gallbladder,RadImageNet,RadImageNet_16950,Ultrasound
OMNI_007066,Images/007066.png,What is the organ depicted in this ultrasound image?,pancreas,Appendix,Pituitary gland,Gallbladder,pancreas,RadImageNet,RadImageNet_21391,Ultrasound
OMNI_007068,Images/007068.png,Which structure is visible in this ultrasound image?,ovary,Esophagus,Brain,Spleen,ovary,RadImageNet,RadImageNet_20792,Ultrasound
OMNI_007072,Images/007072.png,What part is shown in this ultrasound image?,Testis,Small intestine,gallbladder,Pancreas,gallbladder,RadImageNet,RadImageNet_17129,Ultrasound
OMNI_007075,Images/007075.png,What part is shown in this ultrasound image?,Ovary,pancreas,Testicle,Large intestine,pancreas,RadImageNet,RadImageNet_21310,Ultrasound
OMNI_007076,Images/007076.png,What type of imaging was used to obtain this image?,DEXA,Elastography,Ultrasound,Bioluminescence Imaging,Ultrasound,RadImageNet,RadImageNet_14000,Ultrasound
OMNI_007077,Images/007077.png,What is being depicted in this ultrasound image?,Lungs,Rectum,Ovaries,thyroid,thyroid,RadImageNet,RadImageNet_22770,Ultrasound
OMNI_007078,Images/007078.png,What is depicted in this ultrasound image?,thyroid nodule,Cardiac thrombus,Appendicular abscess,Hepatic lesion,thyroid nodule,RadImageNet,RadImageNet_23890,Ultrasound
OMNI_007082,Images/007082.png,What is the structure depicted in this ultrasound image?,Appendix,Spleen,Lung,portal vein,portal vein,RadImageNet,RadImageNet_21719,Ultrasound
OMNI_007083,Images/007083.png,What part is shown in this ultrasound image?,Heart,Testicle,Pancreas,kidney,kidney,RadImageNet,RadImageNet_18311,Ultrasound
OMNI_007084,Images/007084.png,What part is shown in this ultrasound image?,kidney,Muscle,Lung,Uterus,kidney,RadImageNet,RadImageNet_18095,Ultrasound
OMNI_007085,Images/007085.png,What modality was utilized to acquire this image?,Bone Densitometry,Ultrasound,Electron Microscopy,Digital Subtraction Angiography (DSA),Ultrasound,RadImageNet,RadImageNet_14163,Ultrasound
OMNI_007087,Images/007087.png,What structure is being depicted in this ultrasound image?,Thyroid gland,common bile duct,Colon,Spleen,common bile duct,RadImageNet,RadImageNet_16344,Ultrasound
OMNI_007090,Images/007090.png,What is the structure depicted in this ultrasound image?,Intestinal polyp,fibroid,Pulmonary embolism,Breast tissue,fibroid,RadImageNet,RadImageNet_16811,Ultrasound
OMNI_007092,Images/007092.png,What part is shown in this ultrasound image?,spleen,Testicle,Esophagus,Adrenal gland,spleen,RadImageNet,RadImageNet_21821,Ultrasound
OMNI_007094,Images/007094.png,What is visualized in this ultrasound image?,Myocardial infarction,thyroid nodule,Hepatic cyst,Splenomegaly,thyroid nodule,RadImageNet,RadImageNet_23380,Ultrasound
OMNI_007095,Images/007095.png,What part is shown in this ultrasound image?,Small intestine,common bile duct,Ureter,Pituitary gland,common bile duct,RadImageNet,RadImageNet_15699,Ultrasound
OMNI_007097,Images/007097.png,What part is shown in this ultrasound image?,Testicle,Large intestine,pancreas,Heart,pancreas,RadImageNet,RadImageNet_21540,Ultrasound
OMNI_007098,Images/007098.png,What structure is being depicted in this ultrasound image?,common bile duct,Large intestine,Appendix,Inferior vena cava,common bile duct,RadImageNet,RadImageNet_15837,Ultrasound
OMNI_007099,Images/007099.png,What is the organ being depicted in this ultrasound image?,thyroid,Muscle,Pancreas,Intestine,thyroid,RadImageNet,RadImageNet_22856,Ultrasound
OMNI_007100,Images/007100.png,What is being depicted in this ultrasound image?,Spleen,Bladder,Cecum,aorta,aorta,RadImageNet,RadImageNet_14906,Ultrasound
